,reportname,modelpath,dataitem,filtername
331,aSD_REPORT,,[E1&E2].[E1 30 Total 12 mo XaaS],
332,aSD_REPORT,,[E1&E2].[E2 TOTAL_6_MO_XAAS],
333,aSD_REPORT,,[E1&E2].[E2 TOTAL_12_MO_XAAS],
334,aSD_REPORT,,[G].[TOTAL REV Quota - Moonlight],
335,aSD_REPORT,,[G].[TOTAL GP Quota - Moonlight],
336,aSD_REPORT,,"COALESCE([C&D&F].[COV_ID],[E1&E2&G].[COV_ID])
",
337,aSD_REPORT,,"(case when [D&G 30 Revenue] is null then 0
else [D&G 30 Revenue]
end)+
(case when[C 46 Revenue] is null then 0
else [C 46 Revenue]
end)

",
338,aSD_REPORT,,"(case when [D 30 Revenue] is null then 0
else [D 30 Revenue]
end)+
(case when [G 30 Moonlight Rev] is null then 0
else [G 30 Moonlight Rev]
end)
",
339,aSD_REPORT,,[G TOTAL REV Quota - Moonlight],
340,aSD_REPORT,,[C&D&F].[D 30 Revenue],
341,aSD_REPORT,,[C&D&F].[D 30 Revenue 3Q],
342,aSD_REPORT,,[C&D&F].[D 30 Revenue 4Q],
343,aSD_REPORT,,[C_Validated Rev Target],
344,aSD_REPORT,,"(case when [D 30 GP Contract BCP] is null then 0
else [D 30 GP Contract BCP]
end)+
(case when [G 30 Moonlight GP BCP] is null then 0
else [G 30 Moonlight GP BCP]
end)
+
(case when [C 46 Validated GP Target] is null then 0
else [C 46 Validated GP Target]
end)
",
345,aSD_REPORT,,[C&D&F].[D 30 GP Contract BCP],
346,aSD_REPORT,,[C&D&F].[D 30 GP BCP 3Q],
347,aSD_REPORT,,[C&D&F].[D 30 GP BCP 4Q],
348,aSD_REPORT,,[G TOTAL GP Quota - Moonlight],
349,aSD_REPORT,,[C_Validated GP Target],
350,aSD_REPORT,,"(case when [D 30 GP Contract BMC] is null then 0
else [D 30 GP Contract BMC]
end)+
(case when [G 30 Moonlight GP BMC] is null then 0
else [G 30 Moonlight GP BMC]
end)


",
351,aSD_REPORT,,[C&D&F].[D 30 GP Contract BMC],
352,aSD_REPORT,,[C&D&F].[D 30 GP BMC 3Q],
353,aSD_REPORT,,[C&D&F].[D 30 GP BMC 4Q],
354,aSD_REPORT,,[E1&E2&G].[G TOTAL GP Quota - Moonlight],
355,aSD_REPORT,,[C&D&F].[F IS 30/46 Total Signings],
356,aSD_REPORT,,[C&D&F].[F IS 30/46 LT10 Signings],
357,aSD_REPORT,,[C&D&F].[F Div 30 GT10 Signings],
358,aSD_REPORT,,[C&D&F].[F Div 46 GT10 Signings],
359,aSD_REPORT,,"(case when [E1 30 Total 6 mo XaaS] is null then 0
else [E1 30 Total 6 mo XaaS]
end)+
(case when [E2 46 Total 6 mo XaaS] is null then 0
else [E2 46 Total 6 mo XaaS]
end)
+
(case when [G 30 Moonlight XaaS] is null then 0
else [G 30 Moonlight XaaS]
end)",
360,aSD_REPORT,,[E1&E2&G].[E1 30 Total 6 mo XaaS],
361,aSD_REPORT,,[E2 TOTAL_6_MO_XAAS],
362,aSD_REPORT,,[E1&E2&G].[G TOTAL REV Quota - Moonlight],
363,aSD_REPORT,,[C&D&F].[C_Validated Rev Target],
364,aSD_REPORT,,[C&D&F].[C_Validated GP Target],
365,aSD_REPORT,,[E1&E2&G].[E1 30 Total 12 mo XaaS],
366,aSD_REPORT,,[E1&E2&G].[E2 TOTAL_6_MO_XAAS],
367,aSD_REPORT,,[E1&E2&G].[E2 TOTAL_12_MO_XAAS],
368,aSD_REPORT,,[E1&E2&G].[G TOTAL REV Quota - Moonlight],
369,aSD_REPORT,,[E1&E2&G].[G TOTAL GP Quota - Moonlight],
370,aSD_REPORT,,"replace(substr([Business View].[QUOTA_KEYSTONE_T_MAIN].[MARKET_NAME],4),'/CSI','')
",
371,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[TERRITORY_TYPE],
372,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COVERAGE_ID_NAME],
373,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COV_ID],
374,aSD_REPORT,,"'unknown'
",
375,aSD_REPORT,,'unknown',
376,aSD_REPORT,,'unknown',
377,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COV_ID],
378,aSD_REPORT,,"case when 
[KEYSTONE].[Market Name] is null then 'unknown'
else  [KEYSTONE].[Market Name]
end",
379,aSD_REPORT,,"case when  [KEYSTONE].[Customer Set] is null
then 'unknown'
else  [KEYSTONE].[Customer Set]
end",
380,aSD_REPORT,,"case when [KEYSTONE].[Coverage ID Name] is null
then 'unknown'
else [KEYSTONE].[Coverage ID Name]
end",
381,aSD_REPORT,,"COALESCE([C&D&E1&E2&F&G].[COV_ID],[KEYSTONE].[Cov Id])",
382,aSD_REPORT,,"case 
when [Cov ID1] in ('912_CFCNLEA','912_CFLOAC','912_CFCOMEA')
then 'C000000'
when [Cov ID1] in ('912_CFDSNLE','912_CFDISWE','912_CFLOAD')
then 'D000000'
when [Cov ID1] in ('912_CFBNKEA','912_CFFNMEA','912_CFFSSEA','912_CFLOAF','912_CFINSWE')
then 'F000000'
when [Cov ID1] in ('912_CFLOAI')
then 'I000000'
when [Cov ID1] in ('912_CFLOAP')
then 'P000000'
else  [Cov ID1]
end",
383,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G&C 30 Revenue],
384,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G 30 Revenue],
385,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight Rev],
386,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue],
387,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue 3Q],
388,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue 4Q],
389,aSD_REPORT,,[C&D&E1&E2&F&G].[C 46 Revenue],
390,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G&C BCP GP],
391,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP Contract BCP],
392,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BCP 3Q],
393,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BCP 4Q],
394,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight GP BCP],
395,aSD_REPORT,,[C&D&E1&E2&F&G].[C 46 Validated GP Target],
396,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G BMC GP],
397,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP Contract BMC],
398,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BMC 3Q],
399,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BMC 4Q],
400,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight GP BMC],
401,aSD_REPORT,,[C&D&E1&E2&F&G].[F IS 30/46 Total Signings],
402,aSD_REPORT,,[C&D&E1&E2&F&G].[F IS 30/46 LT10 Signings],
403,aSD_REPORT,,[C&D&E1&E2&F&G].[F Div 30 GT10 Signings],
404,aSD_REPORT,,[C&D&E1&E2&F&G].[F Div 46 GT10 Signings],
405,aSD_REPORT,,[C&D&E1&E2&F&G].[E XaaS],
406,aSD_REPORT,,[C&D&E1&E2&F&G].[E1 30 Total 6 mo XaaS],
407,aSD_REPORT,,[C&D&E1&E2&F&G].[E2 46 Total 6 mo XaaS],
408,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight XaaS],
409,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then 'Communication'
when [B].[AFFILIATE_NUMBER] = 'D000000' then 'Distribution'
when [B].[AFFILIATE_NUMBER] = 'F000000' then 'Financial Service'
when [B].[AFFILIATE_NUMBER] = 'I000000' then 'Industrial'
when [B].[AFFILIATE_NUMBER] = 'P000000' then 'Public'
else [Main0].[Market Name]
end",
410,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] IN ('C000000','D000000','F000000','I000000','P000000') then 'unknown'
else [Main0].[Customer Set]
end",
411,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then '_COMMUNICATIONS PLUG'
when [B].[AFFILIATE_NUMBER] = 'D000000' then '_DISTRIBUTION PLUG'
when [B].[AFFILIATE_NUMBER] = 'F000000' then '_FINANCIAL SERVICES PLUG'
when [B].[AFFILIATE_NUMBER] = 'I000000' then '_INDUSTRIAL PLUG'
when [B].[AFFILIATE_NUMBER] = 'P000000' then '_PUBLIC PLUG'
else [Main0].[Coverage ID Name]
end",
412,aSD_REPORT,,"case
when [B].[AFFILIATE_NUMBER] = 'C000000' then 'C000000'
when [B].[AFFILIATE_NUMBER] = 'D000000' then 'D000000'
when [B].[AFFILIATE_NUMBER] = 'F000000' then 'F000000'
when [B].[AFFILIATE_NUMBER] = 'I000000' then 'I000000'
when [B].[AFFILIATE_NUMBER] = 'P000000' then 'P000000'
else [Main0].[Cov ID1]
end",
413,aSD_REPORT,,[Main0].[D&G&C 30 Revenue],
414,aSD_REPORT,,[Main0].[D&G 30 Revenue],
415,aSD_REPORT,,[Main0].[G 30 Moonlight Rev],
416,aSD_REPORT,,[Main0].[D 30 Revenue],
417,aSD_REPORT,,[Main0].[D 30 Revenue 3Q],
418,aSD_REPORT,,[Main0].[D 30 Revenue 4Q],
419,aSD_REPORT,,[Main0].[C 46 Revenue],
420,aSD_REPORT,,[Main0].[D&G&C BCP GP],
421,aSD_REPORT,,[Main0].[D 30 GP Contract BCP],
422,aSD_REPORT,,[Main0].[D 30 GP BCP 3Q],
423,aSD_REPORT,,[Main0].[D 30 GP BCP 4Q],
424,aSD_REPORT,,[Main0].[G 30 Moonlight GP BCP],
425,aSD_REPORT,,[Main0].[C 46 Validated GP Target],
426,aSD_REPORT,,[Main0].[D&G BMC GP],
427,aSD_REPORT,,[Main0].[D 30 GP Contract BMC],
428,aSD_REPORT,,[Main0].[D 30 GP BMC 3Q],
429,aSD_REPORT,,[Main0].[D 30 GP BMC 4Q],
430,aSD_REPORT,,[Main0].[G 30 Moonlight GP BMC],
431,aSD_REPORT,,[Main0].[F IS 30/46 Total Signings],
432,aSD_REPORT,,[Main0].[F IS 30/46 LT10 Signings],
433,aSD_REPORT,,[Main0].[F Div 30 GT10 Signings],
434,aSD_REPORT,,[Main0].[F Div 46 GT10 Signings],
435,aSD_REPORT,,[Main0].[E XaaS],
436,aSD_REPORT,,[Main0].[E1 30 Total 6 mo XaaS],
437,aSD_REPORT,,[Main0].[E2 46 Total 6 mo XaaS],
438,aSD_REPORT,,[Main0].[G 30 Moonlight XaaS],
439,aSD_REPORT,,[Main].[Market Name],
440,aSD_REPORT,,[Main].[Customer Set],
441,aSD_REPORT,,[Main].[Coverage ID Name],
442,aSD_REPORT,,[Main].[Cov ID],
443,aSD_REPORT,,"case
when [Main].[D&G&C 30 Revenue] is null then 0 
else [Main].[D&G&C 30 Revenue]
end",
444,aSD_REPORT,,"case
when [Main].[D&G 30 Revenue] is null then 0 
else [Main].[D&G 30 Revenue]
end",
445,aSD_REPORT,,"case
when [Main].[G 30 Moonlight Rev] is null then 0 
else [Main].[G 30 Moonlight Rev]
end",
446,aSD_REPORT,,"case
when [Main].[D 30 Revenue] is null then 0
else [Main].[D 30 Revenue]
end",
447,aSD_REPORT,,"case
when [Main].[D 30 Revenue 3Q] is null then 0 
else [Main].[D 30 Revenue 3Q]
end",
448,aSD_REPORT,,"case
when [Main].[D 30 Revenue 4Q] is null then 0
else [Main].[D 30 Revenue 4Q]
end",
449,aSD_REPORT,,"case
when [Main].[C 46 Revenue] is null then 0
else [Main].[C 46 Revenue]
end",
450,aSD_REPORT,,"case
when [Main].[D&G&C BCP GP] is null then 0
else [Main].[D&G&C BCP GP]
end",
451,aSD_REPORT,,"case
when [Main].[D 30 GP Contract BCP] is null then 0
else [Main].[D 30 GP Contract BCP]
end",
452,aSD_REPORT,,"case
when [Main].[D 30 GP BCP 3Q] is null then 0
else [Main].[D 30 GP BCP 3Q]
end",
453,aSD_REPORT,,"case
when [Main].[D 30 GP BCP 4Q] is null then 0
else [Main].[D 30 GP BCP 4Q]
end",
454,aSD_REPORT,,"case
when [Main].[G 30 Moonlight GP BCP] is null then 0
else [Main].[G 30 Moonlight GP BCP]
end",
455,aSD_REPORT,,"case
when [Main].[C 46 Validated GP Target] is null then 0
else [Main].[C 46 Validated GP Target]
end",
456,aSD_REPORT,,"case
when [Main].[D&G BMC GP] is null then 0
else [Main].[D&G BMC GP]
end",
457,aSD_REPORT,,"case
when [Main].[D 30 GP Contract BMC] is null then 0
else [Main].[D 30 GP Contract BMC]
end",
458,aSD_REPORT,,"case
when [Main].[D 30 GP BMC 3Q] is null then 0
else [Main].[D 30 GP BMC 3Q]
end",
459,aSD_REPORT,,"case
when [Main].[D 30 GP BMC 4Q] is null then 0
else [Main].[D 30 GP BMC 4Q]
end",
460,aSD_REPORT,,"case
when [Main].[G 30 Moonlight GP BMC] is null then 0 
else [Main].[G 30 Moonlight GP BMC]
end",
461,aSD_REPORT,,"case
when [Main].[F IS 30/46 Total Signings] is null then 0
else [Main].[F IS 30/46 Total Signings]
end",
462,aSD_REPORT,,"case
when [Main].[F IS 30/46 LT10 Signings] is null then 0
else [Main].[F IS 30/46 LT10 Signings]
end",
463,aSD_REPORT,,"case
when [Main].[F Div 30 GT10 Signings] is null then 0
else [Main].[F Div 30 GT10 Signings]
end",
464,aSD_REPORT,,"case
when [Main].[F Div 46 GT10 Signings] is null then 0
else [Main].[F Div 46 GT10 Signings]
end",
465,aSD_REPORT,,"case
when [Main].[E XaaS] is null then 0
else [Main].[E XaaS]
end",
466,aSD_REPORT,,"case
when [Main].[E1 30 Total 6 mo XaaS] is null then 0
else [Main].[E1 30 Total 6 mo XaaS]
end",
467,aSD_REPORT,,"case
when [Main].[E2 46 Total 6 mo XaaS] is null then 0
else [Main].[E2 46 Total 6 mo XaaS]
end",
468,aSD_REPORT,,"case
when [Main].[G 30 Moonlight XaaS] is null then 0
else [Main].[G 30 Moonlight XaaS]
end",
469,aSD_REPORT,,[Main].[Market Name],
470,aSD_REPORT,,[Main].[Customer Set],
471,aSD_REPORT,,[Main].[Coverage ID Name],
472,aSD_REPORT,,[Main].[Cov ID],
473,aSD_REPORT,,[Main2].[Market Name],
474,aSD_REPORT,,[Main2].[Customer Set],
475,aSD_REPORT,/content/folder[@name='Quota Folder']/package[@name='S&D Package']/model[@name='2017-06-22T08:47:18.794Z'],,
476,aSD_REPORT,,,[AFFILIATE_NUMBER] = 'F000000'
477,aSD_REPORT,,,[Business View].[C_TABLE].[PERIOD]='2H'
478,aSD_REPORT,,,[Business View].[C_TABLE].[BRAND]='IS - ITS'
479,aSD_REPORT,,,[COV_ID] IS NOT NULL
480,aSD_REPORT,,,[C].[COV_ID] = [D].[COV_ID]
481,aSD_REPORT,,,[C&D].[COV_ID] = [F].[COV_ID]
482,aSD_REPORT,,,[E1].[COV_ID] = [E2].[COV_ID]
483,aSD_REPORT,,,[E1&E2].[COV_ID] = [G].[COV_ID]
484,aSD_REPORT,,,[C&D&F].[COV_ID] = [E1&E2&G].[COV_ID]
485,aSD_REPORT,,,[C&D&E1&E2&F&G].[COV_ID] = [KEYSTONE].[Cov Id]
486,aSD_REPORT,,,[Cov ID] in ?CovID?
487,aSD_REPORT,,,[Main0].[Cov ID1] = [B].[CONTRACTS]
488,aSD_REPORT,,,[Market Name] in ?Market?
489,aSD_REPORT,,,[Customer Set] in ?CustomerSet?
490,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[CONTACT_IOT],
491,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[CONTACT_SECTOR_NAME],
492,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[CONTACT_ACCOUNT_NAME],
493,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[MTAS_ACCOUNT_NAME],
494,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[CYCLE_DATE],
495,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[ACTIVE_STATUS],
496,aSD_REPORT,,[GTS Metrics].[PULSE_DATA_T].[LAST_UPDATE_TS],
497,aSD_REPORT,/content/folder[@name='NA']/folder[@name='GTS Metrics Project']/folder[@name='Packages']/folder[@name='Framework Package']/package[@name='FPK_GTSM']/model[@name='2017-06-09T10:06:57.109Z'],,
498,aSD_REPORT,,,[MTAS_ACCOUNT_NAME] is not null
499,aSD_REPORT,,,[ACTIVE_STATUS] = 'A'
500,aSD_REPORT,,[Business View].[B_TABLE].[CONTRACTS],
501,aSD_REPORT,,[Business View].[B_TABLE].[AFFILIATE_NUMBER],
502,aSD_REPORT,,[Business View].[C_TABLE].[COVERAGE_ID],
503,aSD_REPORT,,[Business View].[C_TABLE].[Validated Rev Target],
504,aSD_REPORT,,[Business View].[C_TABLE].[Validated GP Target],
505,aSD_REPORT,,"case when [Business View].[D_TABLE].[COV_ID] is null
then [Business View].[D_TABLE].[CONTRACTS]
else [Business View].[D_TABLE].[COV_ID]
end",
506,aSD_REPORT,,[Business View].[D_TABLE].[30 Revenue Majors],
507,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - Rev Majors],
508,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - Rev Majors],
509,aSD_REPORT,,[Business View].[D_TABLE].[30 GP BCP],
510,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - GP BCP],
511,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - GP BCP],
512,aSD_REPORT,,[Business View].[D_TABLE].[30 GP BMC],
513,aSD_REPORT,,[Business View].[D_TABLE].[Q3 - GP BMC],
514,aSD_REPORT,,[Business View].[D_TABLE].[Q4 - GP BMC],
515,aSD_REPORT,,"case when 
[Business View].[E1_TABLE].[COV_ID] is null
then [Business View].[E1_TABLE].[CONTRACTS]
else [Business View].[E1_TABLE].[COV_ID]
end",
516,aSD_REPORT,,[Business View].[E1_TABLE].[30 Total 6 mo XaaS],
517,aSD_REPORT,,[Business View].[E1_TABLE].[30 Total 12 mo XaaS],
518,aSD_REPORT,,[Business View].[E2_TABLE].[COV_ID],
519,aSD_REPORT,,[Business View].[E2_TABLE].[TOTAL_6_MO_XAAS],
520,aSD_REPORT,,[Business View].[E2_TABLE].[TOTAL_12_MO_XAAS],
521,aSD_REPORT,,[Business View].[F_TABLE].[COVERAGE_ID],
522,aSD_REPORT,,"
[Business View].[F_TABLE].[IS_30_SLASH_46_LT10]",
523,aSD_REPORT,,[Business View].[F_TABLE].[DIV_46_GT10],
524,aSD_REPORT,,[Business View].[F_TABLE].[DIV_30_GT10],
525,aSD_REPORT,,[Business View].[F_TABLE].[IS_DIV_30_SLASH_46_TOTAL],
526,aSD_REPORT,,[Business View].[F_TABLE].[DIV_30_LT10],
527,aSD_REPORT,,[Business View].[G_TABLE].[Cov Id],
528,aSD_REPORT,,[Business View].[G_TABLE].[TOTAL REV Quota - Moonlight],
529,aSD_REPORT,,[Business View].[G_TABLE].[TOTAL GP Quota - Moonlight],
530,aSD_REPORT,,"COALESCE([C].[COV_ID],[D].[COV_ID])",
531,aSD_REPORT,,[C].[C_Validated Rev Target],
532,aSD_REPORT,,[C].[C_Validated GP Target],
533,aSD_REPORT,,[D].[D 30 Revenue 3Q],
534,aSD_REPORT,,[D].[D 30 Revenue 4Q],
535,aSD_REPORT,,[D].[D 30 Revenue],
536,aSD_REPORT,,[D].[D 30 GP BCP 3Q],
537,aSD_REPORT,,[D].[D 30 GP BCP 4Q],
538,aSD_REPORT,,[D].[D 30 GP Contract BCP],
539,aSD_REPORT,,[D].[D 30 GP BMC 3Q],
540,aSD_REPORT,,[D].[D 30 GP BMC 4Q],
541,aSD_REPORT,,[D].[D 30 GP Contract BMC],
542,aSD_REPORT,,"COALESCE([C&D].[COV_ID],[F].[COV_ID])
",
543,aSD_REPORT,,[C&D].[C_Validated Rev Target],
544,aSD_REPORT,,[C&D].[C_Validated GP Target],
545,aSD_REPORT,,[C&D].[D 30 Revenue 3Q],
546,aSD_REPORT,,[C&D].[D 30 Revenue 4Q],
547,aSD_REPORT,,[C&D].[D 30 Revenue],
548,aSD_REPORT,,[C&D].[D 30 GP BCP 3Q],
549,aSD_REPORT,,[C&D].[D 30 GP BCP 4Q],
550,aSD_REPORT,,[C&D].[D 30 GP Contract BCP],
551,aSD_REPORT,,[C&D].[D 30 GP BMC 3Q],
552,aSD_REPORT,,[C&D].[D 30 GP BMC 4Q],
553,aSD_REPORT,,[C&D].[D 30 GP Contract BMC],
554,aSD_REPORT,,[F].[F IS 30/46 Total Signings],
555,aSD_REPORT,,[F].[F IS 30/46 LT10 Signings],
556,aSD_REPORT,,[F].[F Div 30 GT10 Signings],
557,aSD_REPORT,,[F].[F Div 46 GT10 Signings],
558,aSD_REPORT,,"COALESCE([E1].[COV_ID],[E2].[COV_ID])
",
559,aSD_REPORT,,[E1].[30 Total 6 mo XaaS],
560,aSD_REPORT,,[E1].[30 Total 12 mo XaaS],
561,aSD_REPORT,,[E2].[TOTAL_6_MO_XAAS],
562,aSD_REPORT,,[E2].[TOTAL_12_MO_XAAS],
563,aSD_REPORT,,"COALESCE([E1&E2].[COV_ID],[G].[COV_ID])
",
564,aSD_REPORT,,[E1&E2].[E1 30 Total 6 mo XaaS],
565,aSD_REPORT,,[E1&E2].[E1 30 Total 12 mo XaaS],
566,aSD_REPORT,,[E1&E2].[E2 TOTAL_6_MO_XAAS],
567,aSD_REPORT,,[E1&E2].[E2 TOTAL_12_MO_XAAS],
568,aSD_REPORT,,[G].[TOTAL REV Quota - Moonlight],
569,aSD_REPORT,,[G].[TOTAL GP Quota - Moonlight],
570,aSD_REPORT,,"COALESCE([C&D&F].[COV_ID],[E1&E2&G].[COV_ID])
",
571,aSD_REPORT,,"(case when [D&G 30 Revenue] is null then 0
else [D&G 30 Revenue]
end)+
(case when[C 46 Revenue] is null then 0
else [C 46 Revenue]
end)

",
572,aSD_REPORT,,"(case when [D 30 Revenue] is null then 0
else [D 30 Revenue]
end)+
(case when [G 30 Moonlight Rev] is null then 0
else [G 30 Moonlight Rev]
end)
",
573,aSD_REPORT,,[G TOTAL REV Quota - Moonlight],
574,aSD_REPORT,,[C&D&F].[D 30 Revenue],
575,aSD_REPORT,,[C&D&F].[D 30 Revenue 3Q],
576,aSD_REPORT,,[C&D&F].[D 30 Revenue 4Q],
577,aSD_REPORT,,[C_Validated Rev Target],
578,aSD_REPORT,,"(case when [D 30 GP Contract BCP] is null then 0
else [D 30 GP Contract BCP]
end)+
(case when [G 30 Moonlight GP BCP] is null then 0
else [G 30 Moonlight GP BCP]
end)
+
(case when [C 46 Validated GP Target] is null then 0
else [C 46 Validated GP Target]
end)
",
579,aSD_REPORT,,[C&D&F].[D 30 GP Contract BCP],
580,aSD_REPORT,,[C&D&F].[D 30 GP BCP 3Q],
581,aSD_REPORT,,[C&D&F].[D 30 GP BCP 4Q],
582,aSD_REPORT,,[G TOTAL GP Quota - Moonlight],
583,aSD_REPORT,,[C_Validated GP Target],
584,aSD_REPORT,,"(case when [D 30 GP Contract BMC] is null then 0
else [D 30 GP Contract BMC]
end)+
(case when [G 30 Moonlight GP BMC] is null then 0
else [G 30 Moonlight GP BMC]
end)


",
585,aSD_REPORT,,[C&D&F].[D 30 GP Contract BMC],
586,aSD_REPORT,,[C&D&F].[D 30 GP BMC 3Q],
587,aSD_REPORT,,[C&D&F].[D 30 GP BMC 4Q],
588,aSD_REPORT,,[E1&E2&G].[G TOTAL GP Quota - Moonlight],
589,aSD_REPORT,,[C&D&F].[F IS 30/46 Total Signings],
590,aSD_REPORT,,[C&D&F].[F IS 30/46 LT10 Signings],
591,aSD_REPORT,,[C&D&F].[F Div 30 GT10 Signings],
592,aSD_REPORT,,[C&D&F].[F Div 46 GT10 Signings],
593,aSD_REPORT,,"(case when [E1 30 Total 6 mo XaaS] is null then 0
else [E1 30 Total 6 mo XaaS]
end)+
(case when [E2 46 Total 6 mo XaaS] is null then 0
else [E2 46 Total 6 mo XaaS]
end)
+
(case when [G 30 Moonlight XaaS] is null then 0
else [G 30 Moonlight XaaS]
end)",
594,aSD_REPORT,,[E1&E2&G].[E1 30 Total 6 mo XaaS],
595,aSD_REPORT,,[E2 TOTAL_6_MO_XAAS],
596,aSD_REPORT,,[E1&E2&G].[G TOTAL REV Quota - Moonlight],
597,aSD_REPORT,,[C&D&F].[C_Validated Rev Target],
598,aSD_REPORT,,[C&D&F].[C_Validated GP Target],
599,aSD_REPORT,,[E1&E2&G].[E1 30 Total 12 mo XaaS],
600,aSD_REPORT,,[E1&E2&G].[E2 TOTAL_6_MO_XAAS],
601,aSD_REPORT,,[E1&E2&G].[E2 TOTAL_12_MO_XAAS],
602,aSD_REPORT,,[E1&E2&G].[G TOTAL REV Quota - Moonlight],
603,aSD_REPORT,,[E1&E2&G].[G TOTAL GP Quota - Moonlight],
604,aSD_REPORT,,"replace(substr([Business View].[QUOTA_KEYSTONE_T_MAIN].[MARKET_NAME],4),'/CSI','')
",
605,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[TERRITORY_TYPE],
606,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COVERAGE_ID_NAME],
607,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COV_ID],
608,aSD_REPORT,,"'unknown'
",
609,aSD_REPORT,,'unknown',
610,aSD_REPORT,,'unknown',
611,aSD_REPORT,,[Business View].[QUOTA_KEYSTONE_T_MAIN].[COV_ID],
612,aSD_REPORT,,"case when 
[KEYSTONE].[Market Name] is null then 'unknown'
else  [KEYSTONE].[Market Name]
end",
613,aSD_REPORT,,"case when  [KEYSTONE].[Customer Set] is null
then 'unknown'
else  [KEYSTONE].[Customer Set]
end",
614,aSD_REPORT,,"case when [KEYSTONE].[Coverage ID Name] is null
then 'unknown'
else [KEYSTONE].[Coverage ID Name]
end",
615,aSD_REPORT,,"COALESCE([C&D&E1&E2&F&G].[COV_ID],[KEYSTONE].[Cov Id])",
616,aSD_REPORT,,"case 
when [Cov ID1] in ('912_CFCNLEA','912_CFLOAC','912_CFCOMEA')
then 'C000000'
when [Cov ID1] in ('912_CFDSNLE','912_CFDISWE','912_CFLOAD')
then 'D000000'
when [Cov ID1] in ('912_CFBNKEA','912_CFFNMEA','912_CFFSSEA','912_CFLOAF','912_CFINSWE')
then 'F000000'
when [Cov ID1] in ('912_CFLOAI')
then 'I000000'
when [Cov ID1] in ('912_CFLOAP')
then 'P000000'
else  [Cov ID1]
end",
617,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G&C 30 Revenue],
618,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G 30 Revenue],
619,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight Rev],
620,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue],
621,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue 3Q],
622,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 Revenue 4Q],
623,aSD_REPORT,,[C&D&E1&E2&F&G].[C 46 Revenue],
624,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G&C BCP GP],
625,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP Contract BCP],
626,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BCP 3Q],
627,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP BCP 4Q],
628,aSD_REPORT,,[C&D&E1&E2&F&G].[G 30 Moonlight GP BCP],
629,aSD_REPORT,,[C&D&E1&E2&F&G].[C 46 Validated GP Target],
630,aSD_REPORT,,[C&D&E1&E2&F&G].[D&G BMC GP],
631,aSD_REPORT,,[C&D&E1&E2&F&G].[D 30 GP Contract BMC],
